x	y	z	xd	yd	zd	q0	q1	q2	q3	wx	wy	wz	m0x	m0y	m0z	m1x	m1y	m1z	m2x	m2y	m2z	m3x	m3y	m3z	m4x	m4y	m4z	m5x	m5y	m5z	m6x	m6y	m6z	m7x	m7y	m7z
-24.909879	-12.238784	-23.606265	-5.232222	-0.234697	-4.945351	0.383649	0.773509	0.486467	-0.133597	-0.364762	-8.575272	-2.008757	-28.962989	-9.270170	-21.102043	-27.966030	-13.618811	-25.113950	-25.532869	-10.184490	-19.258597	-24.535910	-14.533130	-23.270504	-27.989268	-7.970240	-22.269112	-26.992309	-12.318880	-26.281019	-24.559148	-8.884560	-20.425665	-23.562189	-13.233200	-24.437572
-24.964719	-12.244801	-23.653136	-5.232966	-0.235804	-4.944544	0.404475	0.781256	0.463313	-0.106676	-0.667278	-8.534223	-2.164587	-29.149600	-9.188508	-21.506557	-27.904696	-13.579561	-25.401281	-25.900636	-10.152190	-19.381574	-24.655733	-14.543243	-23.276297	-28.059250	-7.913574	-22.595447	-26.814347	-12.304626	-26.490171	-24.810287	-8.877256	-20.470463	-23.565384	-13.268309	-24.365187
-25.013756	-12.250727	-23.699967	-5.231818	-0.236854	-4.943796	0.425507	0.787765	0.438054	-0.080494	-0.944696	-8.465836	-2.356826	-29.297667	-9.088041	-21.927703	-27.825708	-13.535944	-25.675969	-26.255948	-10.098213	-19.534483	-24.783990	-14.546115	-23.282749	-28.095067	-7.844384	-22.931231	-26.623108	-12.292286	-26.679497	-25.053348	-8.854555	-20.538011	-23.581390	-13.302457	-24.286277
-25.062766	-12.251216	-23.746061	-5.230725	-0.236241	-4.942762	0.446330	0.793005	0.410967	-0.055127	-1.188816	-8.371041	-2.584564	-29.407252	-8.977207	-22.369913	-27.732214	-13.499786	-25.939300	-26.598352	-10.026382	-19.722403	-24.923313	-14.548961	-23.291790	-28.097378	-7.772146	-23.282085	-26.422340	-12.294725	-26.851472	-25.288478	-8.821320	-20.634575	-23.613440	-13.343900	-24.203962
-25.114196	-12.254592	-23.794876	-5.230369	-0.236525	-4.942596	0.467329	0.796702	0.381995	-0.030818	-1.396507	-8.248740	-2.842845	-29.471893	-8.853232	-22.809683	-27.629599	-13.458369	-26.185874	-26.914071	-9.939310	-19.932535	-25.071776	-14.544447	-23.308726	-28.062188	-7.691878	-23.624537	-26.219893	-12.297015	-27.000728	-25.504366	-8.777956	-20.747389	-23.662071	-13.383093	-24.123580
-25.166831	-12.252981	-23.844531	-5.230432	-0.235338	-4.942545	0.486952	0.799426	0.351757	-0.007892	-1.556211	-8.108454	-3.119890	-29.490128	-8.728094	-23.254481	-27.513644	-13.434066	-26.408421	-27.200175	-9.835300	-20.167378	-25.223690	-14.541272	-23.321317	-27.988471	-7.617761	-23.970154	-26.011987	-12.323733	-27.124094	-25.698518	-8.724967	-20.883051	-23.722033	-13.430939	-24.036991
-25.216352	-12.257588	-23.890779	-5.229479	-0.236013	-4.941559	0.506789	0.800243	0.320317	0.013181	-1.666295	-7.945168	-3.407819	-29.464159	-8.595209	-23.696738	-27.391615	-13.410863	-26.614621	-27.458362	-9.715895	-20.422468	-25.385818	-14.531549	-23.340351	-27.877677	-7.541980	-24.308118	-25.805133	-12.357634	-27.226001	-25.871881	-8.662666	-21.033848	-23.799337	-13.478320	-23.951731
-25.267834	-12.259902	-23.937389	-5.229183	-0.235993	-4.940667	0.525759	0.799939	0.287391	0.032890	-1.725228	-7.767060	-3.704736	-29.396081	-8.463064	-24.122577	-27.270187	-13.394000	-26.799599	-27.678093	-9.586281	-20.689371	-25.552199	-14.517216	-23.366394	-27.734765	-7.471587	-24.629531	-25.608871	-12.402523	-27.306553	-26.016777	-8.594804	-21.196325	-23.890883	-13.525739	-23.873348
-25.319471	-12.262431	-23.985055	-5.228870	-0.236070	-4.940012	0.543456	0.798453	0.254149	0.050373	-1.730547	-7.579877	-3.993058	-29.287426	-8.330402	-24.533052	-27.148882	-13.381071	-26.965617	-27.863757	-9.445933	-20.965314	-25.725214	-14.496602	-23.397878	-27.559670	-7.405991	-24.933458	-25.421126	-12.456660	-27.366022	-26.136002	-8.521522	-21.365719	-23.997458	-13.572191	-23.798284
-25.372239	-12.264103	-24.031365	-5.228912	-0.235879	-4.938941	0.560084	0.795942	0.220020	0.066132	-1.684270	-7.386719	-4.272329	-29.143172	-8.206228	-24.921271	-27.028708	-13.373859	-27.117776	-28.016003	-9.307695	-21.244824	-25.901540	-14.475326	-23.441329	-27.358347	-7.352099	-25.212586	-25.243883	-12.519730	-27.409091	-26.231178	-8.453567	-21.536139	-24.116715	-13.621198	-23.732644
-25.425622	-12.269825	-24.079184	-5.229273	-0.236951	-4.938324	0.574996	0.792782	0.185440	0.080546	-1.589656	-7.197222	-4.534026	-28.960919	-8.081563	-25.287890	-26.910172	-13.366565	-27.253390	-28.132711	-9.159283	-21.525897	-26.081964	-14.444285	-23.491397	-27.127553	-7.303001	-25.468469	-25.076806	-12.588003	-27.433969	-26.299344	-8.380721	-21.706476	-24.248597	-13.665723	-23.671977
-25.478974	-12.272053	-24.125327	-5.229586	-0.236941	-4.937192	0.588700	0.788814	0.149978	0.093332	-1.449327	-7.008564	-4.777388	-28.732331	-7.959885	-25.637313	-26.786517	-13.361822	-27.378831	-28.214197	-9.006606	-21.811622	-26.268383	-14.408543	-23.553140	-26.858245	-7.264350	-25.700830	-24.912431	-12.666287	-27.442348	-26.340112	-8.311071	-21.875139	-24.394297	-13.713007	-23.616657
-25.531101	-12.277105	-24.171181	-5.229489	-0.237781	-4.936040	0.601135	0.784184	0.112406	0.105152	-1.264692	-6.822635	-5.006443	-28.480328	-7.846297	-25.949173	-26.672199	-13.356017	-27.489841	-28.264965	-8.856216	-22.084761	-26.456837	-14.365936	-23.625429	-26.576346	-7.236367	-25.895883	-24.768217	-12.746087	-27.436551	-26.360984	-8.246287	-22.031471	-24.552855	-13.756006	-23.572139
-25.587029	-12.280962	-24.215741	-5.230557	-0.238295	-4.934404	0.611516	0.779170	0.074860	0.115491	-1.045517	-6.650017	-5.202908	-28.188399	-7.737937	-26.237043	-26.555516	-13.349668	-27.594307	-28.276468	-8.702235	-22.356016	-26.643584	-14.313966	-23.713279	-26.264392	-7.219792	-26.064643	-24.631508	-12.831523	-27.421907	-26.352460	-8.184090	-22.183616	-24.719577	-13.795822	-23.540879
-25.639087	-12.283735	-24.264260	-5.230441	-0.238471	-4.934002	0.620339	0.773553	0.036040	0.124480	-0.786466	-6.487865	-5.370260	-27.872441	-7.638410	-26.484042	-26.445055	-13.341502	-27.682920	-28.255795	-8.549158	-22.608016	-26.828409	-14.252250	-23.806894	-25.939340	-7.215661	-26.193518	-24.511954	-12.918753	-27.392396	-26.322694	-8.126409	-22.317491	-24.895308	-13.829501	-23.516370
-25.691897	-12.284107	-24.307609	-5.230546	-0.237886	-4.932076	0.627318	0.767484	-0.003041	0.132025	-0.496684	-6.344918	-5.496965	-27.549261	-7.557539	-26.693165	-26.342001	-13.335935	-27.766792	-28.212958	-8.411713	-22.842205	-27.005699	-14.190108	-23.915832	-25.618475	-7.229494	-26.287639	-24.411215	-13.007889	-27.361266	-26.282172	-8.083667	-22.436679	-25.074913	-13.862062	-23.510306
-25.745810	-12.288316	-24.355336	-5.231091	-0.238482	-4.931464	0.632056	0.761313	-0.041217	0.138599	-0.191726	-6.226850	-5.580071	-27.210548	-7.484243	-26.861135	-26.241533	-13.323676	-27.841965	-28.149159	-8.279307	-23.054972	-27.180145	-14.118741	-24.035801	-25.293409	-7.253609	-26.340186	-24.324394	-13.093042	-27.321016	-26.232021	-8.048673	-22.534023	-25.263006	-13.888107	-23.514852
-25.802216	-12.289523	-24.400724	-5.232424	-0.238206	-4.930074	0.634596	0.754998	-0.079866	0.144524	0.126482	-6.129527	-5.628551	-26.842952	-7.422211	-26.996420	-26.135526	-13.309141	-27.914897	-28.057102	-8.151753	-23.255616	-27.349675	-14.038684	-24.174093	-24.951959	-7.294613	-26.357778	-24.244533	-13.181543	-27.276255	-26.166109	-8.024155	-22.616974	-25.458682	-13.911086	-23.535451
-25.857082	-12.291247	-24.449993	-5.233260	-0.238045	-4.929990	0.635070	0.748209	-0.120054	0.149854	0.461604	-6.055980	-5.639598	-26.473441	-7.381022	-27.088356	-26.033288	-13.298278	-27.978495	-27.947736	-8.041162	-23.429030	-27.507584	-13.958418	-24.319169	-24.620042	-7.356160	-26.337161	-24.179890	-13.273416	-27.227299	-26.094337	-8.016301	-22.677835	-25.654185	-13.933557	-23.567973
-25.911338	-12.297816	-24.497363	-5.233907	-0.239312	-4.929392	0.633459	0.741259	-0.159511	0.154342	0.796812	-6.011600	-5.604004	-26.114659	-7.352329	-27.137805	-25.940230	-13.282185	-28.035789	-27.826180	-7.942810	-23.571009	-27.651751	-13.872666	-24.468994	-24.307923	-7.428560	-26.283466	-24.133495	-13.358416	-27.181450	-26.019444	-8.019040	-22.716670	-25.845015	-13.948897	-23.614655
-25.964769	-12.302154	-24.544729	-5.234289	-0.239939	-4.928670	0.629784	0.734581	-0.197306	0.157588	1.122692	-5.994952	-5.521629	-25.763456	-7.333467	-27.146424	-25.849876	-13.258896	-28.085481	-27.700098	-7.853724	-23.685390	-27.786517	-13.779153	-24.624448	-24.013735	-7.509944	-26.193885	-24.100154	-13.435372	-27.132942	-25.950376	-8.030201	-22.732851	-26.036796	-13.955629	-23.671909
