x	y	z	xd	yd	zd	q0	q1	q2	q3	wx	wy	wz	m0x	m0y	m0z	m1x	m1y	m1z	m2x	m2y	m2z	m3x	m3y	m3z	m4x	m4y	m4z	m5x	m5y	m5z	m6x	m6y	m6z	m7x	m7y	m7z
-0.199364	-12.652903	1.570732	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.109929	-15.032440	-0.247905	-0.828850	-11.673839	4.169841	-3.089207	-11.853384	-2.675490	-0.808128	-8.494782	1.742255	-1.260133	-15.501529	-0.846412	1.020946	-12.142927	3.571334	-1.239410	-12.322472	-3.273997	1.041668	-8.963870	1.143749
0.003769	-10.481013	0.795835	0.000000	0.000000	0.000000	0.929510	-0.313785	0.182740	-0.064476	0.000000	0.000000	0.000000	-3.165184	-15.339608	0.685277	-0.761073	-10.938550	3.979354	-3.420274	-12.859238	-2.442453	-1.016164	-8.458180	0.851624	-1.337196	-15.896201	0.094798	1.066914	-11.495143	3.388875	-1.592287	-13.415831	-3.032932	0.811823	-9.014774	0.261145
-0.182462	-10.596175	0.366808	-0.003391	-0.019311	-0.037013	0.877902	-0.431805	0.197765	-0.061010	-0.052887	-0.060330	0.059364	-3.043520	-15.525735	0.234428	-0.912199	-11.117509	3.702137	-3.094962	-13.037511	-2.897040	-0.963641	-8.629284	0.570668	-1.174132	-16.067051	-0.226403	0.957189	-11.658824	3.241306	-1.225574	-13.578826	-3.357871	0.905748	-9.170599	0.109837
-0.081273	-10.760038	0.139980	0.029604	-0.065463	-0.100491	0.885345	-0.428970	0.163943	-0.072609	-0.078157	-0.236163	0.172742	-3.192110	-15.541207	0.259449	-1.167251	-10.989234	3.603023	-2.996337	-13.233007	-3.001515	-0.971478	-8.681034	0.342059	-1.311989	-16.146005	-0.055770	0.712871	-11.594032	3.287804	-1.116216	-13.837805	-3.316734	0.908644	-9.285832	0.026840
-0.116432	-10.850740	0.083756	0.011214	-0.106412	-0.123634	0.876490	-0.449925	0.138625	-0.100578	-0.276528	-0.454709	0.188223	-3.062660	-15.637189	0.292204	-1.293999	-10.896412	3.516623	-2.741820	-13.477397	-3.059267	-0.973159	-8.736621	0.165151	-1.158273	-16.217367	0.100628	0.610388	-11.476591	3.325047	-0.837433	-14.057575	-3.250843	0.931228	-9.316799	-0.026425
-0.066490	-10.898477	0.051819	0.075389	-0.158057	-0.141379	0.869601	-0.470047	0.107482	-0.106292	-0.581543	-0.746280	0.492167	-2.830068	-15.839236	0.197118	-1.524460	-10.977549	3.461990	-2.418624	-13.697787	-3.156226	-1.113016	-8.836101	0.108646	-0.888863	-16.316025	0.130819	0.416745	-11.454338	3.395691	-0.477419	-14.174576	-3.222524	0.828189	-9.312889	0.042348
-0.085247	-10.946906	0.079611	0.112825	-0.242982	-0.142975	0.872519	-0.474701	0.063864	-0.096383	-0.686816	-1.196658	1.000076	-2.454228	-16.037577	0.139797	-1.677604	-11.082223	3.432414	-2.064273	-13.876999	-3.203829	-1.287648	-8.921645	0.088788	-0.480661	-16.360970	0.160998	0.295963	-11.405616	3.453615	-0.090705	-14.200392	-3.182628	0.685919	-9.245038	0.109989
-0.097304	-10.946066	0.116214	0.181363	-0.289356	-0.122738	0.876043	-0.476546	0.022771	-0.070243	-0.716248	-1.558798	1.695768	-2.155834	-16.215908	0.171081	-1.775721	-11.189012	3.424668	-1.751994	-14.075155	-3.183631	-1.371881	-9.048259	0.069956	-0.170091	-16.431666	0.272442	0.210022	-11.404770	3.526029	0.233749	-14.290913	-3.082270	0.613862	-9.264017	0.171317
-0.075970	-11.006215	0.170880	0.259233	-0.422492	-0.037843	0.874704	-0.481517	-0.009674	-0.054227	-0.849255	-1.782588	2.191020	-1.930380	-16.327362	0.142630	-2.095257	-11.218465	3.284600	-1.240211	-14.247214	-3.203510	-1.405089	-9.138316	-0.061539	0.038858	-16.462094	0.465044	-0.126020	-11.353197	3.607014	0.729026	-14.381946	-2.881096	0.564149	-9.273048	0.260875
-0.056534	-11.041508	0.231859	0.294928	-0.488094	0.054513	0.867332	-0.488313	-0.072001	-0.064036	-1.176753	-2.613516	2.490172	-1.649662	-16.427811	0.248854	-2.489579	-11.182794	3.038895	-0.608161	-14.485402	-3.089159	-1.448078	-9.240385	-0.299117	0.260949	-16.436326	0.840033	-0.578968	-11.191308	3.630074	1.302450	-14.493917	-2.497979	0.462533	-9.248900	0.292062
-0.062695	-11.048588	0.282867	0.282060	-0.496051	0.160714	0.846257	-0.505627	-0.151041	-0.073333	-1.910756	-3.648173	2.813891	-1.345220	-16.535474	0.228061	-2.623808	-11.338220	2.939845	-0.198631	-14.544830	-3.046487	-1.477219	-9.347576	-0.334704	0.522851	-16.445682	0.936755	-0.755737	-11.248429	3.648538	1.669440	-14.455039	-2.337793	0.390853	-9.257785	0.373990
-0.039715	-11.083065	0.340400	0.345033	-0.585735	0.289262	0.842263	-0.499398	-0.191852	-0.066233	-1.827111	-3.915827	3.040751	-1.118231	-16.604239	0.423167	-2.830020	-11.359480	2.781616	0.180571	-14.708164	-2.850671	-1.531218	-9.463405	-0.492221	0.685292	-16.392492	1.261299	-1.026497	-11.147733	3.619748	1.984095	-14.496417	-2.012538	0.272306	-9.251659	0.345911
-0.072911	-11.096050	0.369027	0.241773	-0.624665	0.380228	0.822556	-0.512858	-0.238021	-0.061028	-2.293789	-4.287360	3.089341	-0.781360	-16.641312	0.503229	-3.070576	-11.478848	2.530160	0.748257	-14.722715	-2.655767	-1.540960	-9.560251	-0.628836	0.901729	-16.297046	1.527286	-1.387487	-11.134581	3.554216	2.431346	-14.378448	-1.631711	0.142129	-9.215984	0.395220
-0.086808	-11.077608	0.427640	0.193470	-0.529222	0.541769	0.803134	-0.509419	-0.303091	-0.060039	-2.502395	-4.975316	3.217832	-0.525346	-16.733438	0.665183	-3.270575	-11.655644	2.302169	1.210729	-14.812030	-2.383462	-1.534500	-9.734236	-0.746475	1.026796	-16.272830	1.839361	-1.718433	-11.195036	3.476348	2.762872	-14.351422	-1.209283	0.017642	-9.273628	0.427703
-0.117578	-11.146462	0.494636	0.052653	-0.788179	0.756280	0.780144	-0.508757	-0.359068	-0.060093	-2.748635	-5.495223	3.196510	-0.222296	-16.808292	0.905419	-3.426644	-11.859718	2.020663	1.709119	-14.896216	-2.029475	-1.495229	-9.947642	-0.914230	1.165702	-16.204090	2.212478	-2.038646	-11.255516	3.327722	3.097117	-14.292014	-0.722416	-0.107231	-9.343440	0.392829
-0.136330	-11.220355	0.529590	-0.033237	-1.070193	0.861373	0.749191	-0.510160	-0.418815	-0.055168	-3.036428	-6.064803	3.226824	-0.063693	-16.828083	1.320555	-3.548813	-11.969799	1.821570	2.061951	-15.008461	-1.537873	-1.423169	-10.150177	-1.036858	1.169533	-16.086668	2.709604	-2.315587	-11.228384	3.210619	3.295177	-14.267046	-0.148824	-0.189943	-9.408762	0.352191
-0.159639	-11.276374	0.605931	-0.125875	-1.278195	1.164942	0.711653	-0.522471	-0.466759	-0.052060	-3.429600	-6.514087	3.018843	-0.006164	-16.844915	1.712425	-3.671833	-12.095913	1.613190	2.319660	-15.107149	-1.039068	-1.346010	-10.358147	-1.138303	1.068369	-15.985176	3.163710	-2.597300	-11.236174	3.064475	3.394193	-14.247410	0.412217	-0.271477	-9.498408	0.312982
-0.208485	-11.350775	0.677212	-0.333592	-1.573982	1.436970	0.673407	-0.532551	-0.509998	-0.053053	-3.674331	-6.946590	2.704937	-0.026369	-16.845200	2.123207	-3.782181	-12.244651	1.269499	2.578340	-15.191117	-0.422280	-1.177473	-10.590567	-1.275988	0.831843	-15.863198	3.639500	-2.923970	-11.262648	2.785792	3.436551	-14.209114	1.094013	-0.319262	-9.608565	0.240305
-0.251214	-11.436832	0.727126	-0.517507	-1.910859	1.609470	0.621633	-0.541443	-0.562566	-0.062693	-3.902856	-7.679224	2.261115	-0.117410	-16.798728	2.482423	-3.865706	-12.349166	1.015561	2.689172	-15.215819	0.112296	-1.059124	-10.766257	-1.354565	0.567933	-15.715328	4.017528	-3.180363	-11.265766	2.550667	3.374514	-14.132419	1.647402	-0.373781	-9.682857	0.180541
-0.317544	-11.482344	0.773598	-0.785522	-2.051901	1.758639	0.577721	-0.548792	-0.600264	-0.068915	-3.894659	-8.135388	1.875780	-0.230327	-16.745727	2.850020	-3.889137	-12.516001	0.676883	2.801835	-15.204161	0.745366	-0.856975	-10.974434	-1.427771	0.232346	-15.554908	4.388813	-3.426464	-11.325182	2.215676	3.264508	-14.013341	2.284159	-0.394302	-9.783615	0.111022
-0.362899	-11.546767	0.814572	-0.959077	-2.262370	1.879980	0.522772	-0.551534	-0.645243	-0.078624	-3.793712	-8.801761	1.525419	-0.277738	-16.681246	3.197547	-3.893969	-12.696728	0.543023	2.855802	-15.133550	1.251895	-0.760429	-11.149032	-1.402629	0.025936	-15.401747	4.704420	-3.590295	-11.417230	2.049896	3.159476	-13.854051	2.758768	-0.456755	-9.869533	0.104244
-0.423918	-11.596338	0.899449	-1.191757	-2.387673	2.187961	0.484781	-0.550102	-0.675746	-0.075777	-3.534091	-9.019171	1.477671	-0.472527	-16.617812	3.457082	-3.840616	-12.830814	0.245444	2.831864	-15.063148	1.824901	-0.536225	-11.276149	-1.386737	-0.373523	-15.275325	4.936247	-3.741612	-11.488327	1.724608	2.930868	-13.720661	3.304065	-0.437221	-9.933663	0.092427
-0.459079	-11.628984	0.957101	-1.303144	-2.428438	2.350964	0.433786	-0.545985	-0.710899	-0.091395	-3.182869	-9.542301	1.167091	-0.672559	-16.560540	3.723423	-3.761584	-13.012759	-0.000980	2.751010	-14.977273	2.392093	-0.338015	-11.429492	-1.332310	-0.770347	-15.155268	5.143158	-3.859372	-11.607487	1.418755	2.653222	-13.572001	3.811828	-0.435803	-10.024221	0.087425
-0.509797	-11.683964	1.021862	-1.480488	-2.566392	2.543771	0.382680	-0.539504	-0.743005	-0.102145	-2.762438	-9.979766	1.042411	-0.895315	-16.502855	3.986436	-3.633162	-13.194748	-0.204103	2.614844	-14.867674	2.983959	-0.123002	-11.559567	-1.206581	-1.189981	-15.048348	5.327175	-3.927827	-11.740240	1.136635	2.320179	-13.413166	4.324697	-0.417668	-10.105059	0.134157
-0.553308	-11.731039	1.126251	-1.622813	-2.653113	2.902393	0.329949	-0.529519	-0.773039	-0.114688	-2.271249	-10.396686	0.993913	-1.266901	-16.472552	4.104243	-3.437887	-13.325182	-0.519704	2.326793	-14.805123	3.551934	0.155806	-11.657753	-1.072012	-1.764550	-14.987877	5.348463	-3.935536	-11.840507	0.724517	1.829144	-13.320447	4.796155	-0.341842	-10.173078	0.172209
-0.590330	-11.775285	1.185649	-1.722259	-2.733844	3.043173	0.267880	-0.518083	-0.799809	-0.141902	-1.613956	-10.963151	0.848066	-1.512219	-16.508081	4.226554	-3.233220	-13.503240	-0.673353	2.068131	-14.732514	4.057880	0.347130	-11.727672	-0.842027	-2.194992	-15.021942	5.377732	-3.915993	-12.017100	0.477825	1.385358	-13.246375	5.209058	-0.335643	-10.241533	0.309151
-0.648945	-11.837017	1.323514	-1.915838	-2.884681	3.501222	0.219275	-0.497720	-0.823265	-0.162570	-0.940451	-11.243617	0.887755	-1.724616	-16.550441	4.290000	-2.997417	-13.678143	-0.821739	1.811635	-14.688335	4.455810	0.538833	-11.816037	-0.655929	-2.557520	-15.061662	5.333939	-3.830322	-12.189364	0.222199	0.978730	-13.199556	5.499748	-0.294071	-10.327258	0.388009
-0.671066	-11.913964	1.400271	-1.935834	-3.091046	3.676447	0.173868	-0.479932	-0.840944	-0.179580	-0.336927	-11.380193	1.055848	-2.074350	-16.601994	4.252872	-2.724975	-13.765172	-0.993948	1.395607	-14.703570	4.849014	0.744982	-11.866748	-0.397806	-3.045336	-15.117130	5.176107	-3.695961	-12.280307	-0.070714	0.424621	-13.218706	5.772249	-0.226004	-10.381883	0.525428
-0.708256	-11.968905	1.496600	-2.016563	-3.199408	3.931050	0.121100	-0.462680	-0.852794	-0.209772	0.369392	-11.616958	1.202214	-2.344749	-16.680718	4.189576	-2.422658	-13.873375	-1.112570	0.998633	-14.720158	5.178513	0.920724	-11.912814	-0.123633	-3.442371	-15.209880	4.984473	-3.520280	-12.402537	-0.317673	-0.098989	-13.249320	5.973410	-0.176898	-10.441976	0.671264
-0.739560	-12.035095	1.592510	-2.069873	-3.343331	4.166817	0.072369	-0.441153	-0.862701	-0.236416	1.028522	-11.725849	1.494348	-2.661521	-16.776581	4.018139	-2.077803	-13.937164	-1.235145	0.489746	-14.772744	5.451372	1.073464	-11.933328	0.198088	-3.877876	-15.327322	4.666313	-3.294158	-12.487906	-0.586971	-0.726609	-13.323486	6.099545	-0.142891	-10.484069	0.846262
-0.794749	-12.091589	1.682925	-2.220014	-3.439163	4.369349	0.018797	-0.415761	-0.868142	-0.270404	1.745440	-11.860148	1.903735	-2.888102	-16.906025	3.804730	-1.672140	-14.019104	-1.312606	-0.011204	-14.834266	5.657100	1.204758	-11.947345	0.539764	-4.217230	-15.491486	4.286913	-3.001268	-12.604565	-0.830423	-1.340332	-13.419728	6.139283	-0.124370	-10.532807	1.021947
-0.838500	-12.161888	1.762818	-2.319699	-3.577697	4.517514	-0.034482	-0.383566	-0.871803	-0.302734	2.418110	-11.909919	2.497696	-3.041042	-17.095863	3.415907	-1.194056	-13.998787	-1.379587	-0.532602	-15.009188	5.729672	1.314385	-11.912112	0.934179	-4.472088	-15.737305	3.742137	-2.625101	-12.640228	-1.053356	-1.963647	-13.650630	6.055903	-0.116661	-10.553553	1.260410
-0.871271	-12.226156	1.845977	-2.351482	-3.702574	4.669292	-0.084848	-0.344795	-0.867672	-0.347941	3.155655	-11.905411	3.116423	-3.095130	-17.254947	3.092571	-0.806509	-13.930632	-1.347152	-0.955481	-15.172764	5.754602	1.333141	-11.848449	1.314880	-4.602943	-15.955628	3.288199	-2.314321	-12.631312	-1.151524	-2.463293	-13.873444	5.950231	-0.174671	-10.549129	1.510508
-0.929562	-12.262702	1.955114	-2.477551	-3.711868	4.909057	-0.122202	-0.307723	-0.861026	-0.386016	3.670008	-11.703727	3.697688	-3.068096	-17.401596	2.734990	-0.361101	-13.824931	-1.249938	-1.358562	-15.365615	5.723682	1.348433	-11.788950	1.738754	-4.634994	-16.159701	2.785243	-1.928000	-12.583036	-1.199684	-2.925461	-14.123720	5.773935	-0.218466	-10.547056	1.789007
-0.955759	-12.297759	2.077341	-2.488581	-3.706817	5.183836	-0.161094	-0.267752	-0.849099	-0.425897	4.040923	-11.473280	4.413125	-2.955870	-17.567577	2.331510	0.059554	-13.699697	-1.124894	-1.755142	-15.588548	5.593672	1.260282	-11.720668	2.137268	-4.577368	-16.401993	2.221232	-1.561944	-12.534114	-1.235172	-3.376640	-14.422964	5.483393	-0.361216	-10.555085	2.026989
-1.036841	-12.345722	2.155955	-2.696193	-3.751415	5.283536	-0.197618	-0.219168	-0.834477	-0.465362	4.330754	-11.179945	5.254326	-2.759166	-17.727348	1.966667	0.445128	-13.571791	-0.942602	-2.044674	-15.854805	5.428327	1.159620	-11.699249	2.519057	-4.411904	-16.629779	1.714079	-1.207610	-12.474223	-1.195191	-3.697412	-14.757237	5.175738	-0.493118	-10.601680	2.266468
-1.087463	-12.422093	2.245715	-2.783304	-3.899554	5.419733	-0.227155	-0.174015	-0.816326	-0.501729	4.392172	-10.810497	6.022767	-2.422749	-17.879825	1.703441	0.832992	-13.418269	-0.640631	-2.248322	-16.121656	5.292092	1.007418	-11.660100	2.948020	-4.100435	-16.872110	1.291280	-0.844695	-12.410554	-1.052792	-3.926009	-15.113941	4.879931	-0.670269	-10.652385	2.535860
-1.137054	-12.499640	2.385042	-2.866585	-4.039514	5.728709	-0.253740	-0.120290	-0.796734	-0.535127	4.320733	-10.398048	6.846363	-2.020766	-17.944824	1.485220	1.146268	-13.179211	-0.320000	-2.373661	-16.330446	5.127918	0.793373	-11.564832	3.322697	-3.710266	-17.036533	0.919007	-0.543232	-12.270920	-0.886213	-4.063161	-15.422155	4.561705	-0.896127	-10.656541	2.756484
-1.207443	-12.518218	2.497940	-3.015613	-3.960622	5.927141	-0.273942	-0.064739	-0.775731	-0.564807	4.107378	-9.951159	7.596226	-1.542964	-17.980880	1.330185	1.418061	-12.921753	0.050512	-2.410892	-16.553576	4.964673	0.550133	-11.494449	3.685001	-3.227449	-17.176618	0.612082	-0.266424	-12.117491	-0.667591	-4.095377	-15.749314	4.246570	-1.134352	-10.690187	2.966897
-1.267736	-12.552261	2.619177	-3.123014	-3.940129	6.145777	-0.289653	-0.007520	-0.751931	-0.592152	3.734901	-9.497961	8.284391	-0.996114	-17.947500	1.238092	1.622108	-12.604933	0.462278	-2.331344	-16.772856	4.821020	0.286877	-11.430289	4.045206	-2.667226	-17.252083	0.387339	-0.049004	-11.909515	-0.388475	-4.002456	-16.077439	3.970267	-1.384234	-10.734871	3.194453
