x	y	z	xd	yd	zd	q0	q1	q2	q3	wx	wy	wz	m0x	m0y	m0z	m1x	m1y	m1z	m2x	m2y	m2z	m3x	m3y	m3z	m4x	m4y	m4z	m5x	m5y	m5z	m6x	m6y	m6z	m7x	m7y	m7z
1.418725	-12.901453	0.946612	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.535485	-14.922931	-2.463883	-0.890280	-12.674271	3.061262	-0.200030	-11.487614	-4.017961	0.445175	-9.238954	1.507185	0.337450	-15.621372	-2.398342	0.982655	-13.372711	3.126804	1.672905	-12.186055	-3.952419	2.318110	-9.937394	1.572727
1.354711	-11.183778	0.563574	0.000000	0.000000	0.000000	0.963866	-0.197978	0.019392	-0.177173	0.000000	0.000000	0.000000	-1.721976	-15.442607	-1.566841	-1.317535	-11.657799	3.071225	0.063252	-12.747121	-3.922115	0.467693	-8.962313	0.715951	0.062699	-16.211989	-1.094626	0.467141	-12.427181	3.543440	1.847927	-13.516502	-3.449900	2.252369	-9.731695	1.188166
1.258954	-11.159519	0.499349	0.017173	-0.009587	-0.006518	0.913573	-0.334027	-0.046985	-0.227163	-0.105465	-0.124948	0.087819	-1.819060	-15.573845	-1.123709	-1.817036	-10.812175	2.526839	0.482141	-13.583837	-3.720695	0.484165	-8.822167	-0.070148	-0.183176	-16.274337	-0.210914	-0.181152	-11.512667	3.439633	2.118025	-14.284328	-2.807901	2.120050	-9.522659	0.842647
1.135663	-11.035527	0.350672	0.039051	-0.007148	-0.038579	0.853856	-0.423206	-0.136676	-0.270458	-0.507315	-0.516471	0.216959	-1.897669	-15.637173	-0.986391	-2.272581	-10.373781	1.869505	0.891213	-14.118722	-3.418766	0.516300	-8.855331	-0.562870	-0.469412	-16.224909	0.284297	-0.844325	-10.961517	3.140194	2.319469	-14.706458	-2.148078	1.944557	-9.443066	0.707819
0.984298	-10.991664	0.283490	0.029751	-0.007139	-0.077644	0.798288	-0.465303	-0.224694	-0.309420	-1.058918	-1.175236	0.310036	-1.641981	-15.722061	-0.948889	-2.511406	-10.145105	1.086219	1.552902	-14.473203	-3.006332	0.683478	-8.896247	-0.971224	-0.473995	-16.114823	0.626404	-1.343420	-10.537867	2.661512	2.720888	-14.865965	-1.431039	1.851464	-9.289009	0.604069
0.979341	-10.896891	0.214283	0.123874	0.038130	-0.154646	0.740685	-0.484614	-0.324962	-0.333070	-1.815412	-2.303257	0.621063	-1.404995	-15.862885	-0.846237	-2.653796	-10.116361	0.344543	2.084798	-14.768814	-2.466223	0.835996	-9.022290	-1.275443	-0.520654	-16.040596	0.938801	-1.769456	-10.294072	2.129581	2.969138	-14.946525	-0.681185	1.720337	-9.200001	0.509595
0.940763	-10.865278	0.168315	0.175932	0.044368	-0.232223	0.679769	-0.493680	-0.416611	-0.347317	-2.715463	-3.478034	0.850383	-1.147539	-15.977399	-0.738266	-2.738453	-10.204729	-0.357114	2.546737	-14.887996	-1.817863	0.955822	-9.115326	-1.436711	-0.593590	-15.951610	1.183316	-2.184504	-10.178941	1.564468	3.100686	-14.862207	0.103718	1.509771	-9.089537	0.484870
0.846753	-10.810390	0.176360	0.130879	0.111277	-0.272599	0.616958	-0.484460	-0.506237	-0.358308	-3.444084	-4.780936	0.904215	-0.845488	-16.052620	-0.580332	-2.680657	-10.362596	-1.086079	2.942260	-14.877302	-1.101479	1.107091	-9.187278	-1.607225	-0.647911	-15.813284	1.395442	-2.483080	-10.123260	0.889695	3.139837	-14.637966	0.874295	1.304668	-8.947942	0.368548
0.767930	-10.721589	0.127246	0.080119	0.252250	-0.408210	0.546626	-0.468591	-0.592672	-0.361057	-4.102275	-6.190053	0.837377	-0.646292	-16.079616	-0.498845	-2.439715	-10.516162	-1.852217	3.146511	-14.818706	-0.341526	1.353088	-9.255252	-1.694897	-0.861435	-15.675372	1.448024	-2.654858	-10.111918	0.094653	2.931368	-14.414462	1.605343	1.137945	-8.851008	0.251972
0.691480	-10.654144	0.058036	-0.040598	0.401598	-0.623171	0.461605	-0.442175	-0.670211	-0.377119	-4.410833	-7.793135	0.259136	-0.471784	-16.103390	-0.265263	-2.099232	-10.765194	-2.468685	3.190007	-14.678149	0.483048	1.562560	-9.339952	-1.720374	-1.066371	-15.532504	1.556977	-2.693819	-10.194307	-0.646445	2.595421	-14.107263	2.305288	0.967973	-8.769066	0.101866
0.606024	-10.597392	0.002094	-0.200948	0.525491	-0.798942	0.373382	-0.413957	-0.738120	-0.380007	-4.507360	-9.284388	-0.269195	-0.259093	-16.082560	-0.030139	-1.700367	-11.035416	-2.936868	3.167312	-14.408710	1.177326	1.726039	-9.361566	-1.729403	-1.172400	-15.397614	1.612031	-2.613673	-10.350471	-1.294699	2.254005	-13.723764	2.819496	0.812732	-8.676621	-0.087233
0.541571	-10.520878	-0.083636	-0.320503	0.722756	-1.067629	0.296777	-0.378797	-0.792909	-0.373806	-4.141492	-10.471013	-0.462278	-0.027167	-16.016410	0.231447	-1.241765	-11.293291	-3.263821	3.068307	-14.043911	1.821194	1.853709	-9.320792	-1.674075	-1.227414	-15.275692	1.649454	-2.442012	-10.552574	-1.845814	1.868059	-13.303194	3.239200	0.653461	-8.580075	-0.256068
0.478814	-10.429125	-0.147025	-0.449006	1.003328	-1.283582	0.225325	-0.334919	-0.839229	-0.364352	-3.471209	-11.451513	-0.414465	0.137653	-15.901930	0.529305	-0.822606	-11.533105	-3.469604	2.846076	-13.612807	2.379807	1.885818	-9.243982	-1.619101	-1.298890	-15.147449	1.698536	-2.259149	-10.778624	-2.300373	1.409533	-12.858326	3.549039	0.449274	-8.489501	-0.449870
0.363624	-10.329379	-0.220416	-0.774545	1.322947	-1.533994	0.160178	-0.288787	-0.876981	-0.349070	-2.659183	-12.156050	-0.145506	0.366699	-15.719716	0.819841	-0.420716	-11.716857	-3.579829	2.632164	-13.089577	2.807311	1.844749	-9.086718	-1.592359	-1.260576	-15.019521	1.748120	-2.047992	-11.016662	-2.651550	1.004889	-12.389383	3.735591	0.217473	-8.386523	-0.664079
0.243524	-10.202060	-0.311751	-1.125625	1.776147	-1.865202	0.109053	-0.235498	-0.908295	-0.328100	-1.791919	-12.452788	0.396623	0.564917	-15.607489	1.018367	-0.064058	-11.859383	-3.624487	2.440176	-12.738470	3.080437	1.811201	-8.990365	-1.562417	-1.189191	-14.990025	1.754468	-1.818166	-11.241920	-2.888386	0.686069	-12.121007	3.816538	0.057093	-8.372901	-0.826316
0.170791	-10.162851	-0.386528	-1.325857	1.869766	-2.138276	0.072606	-0.189867	-0.927405	-0.314005	-1.022596	-12.296570	0.821730	0.657852	-15.423644	1.190607	0.196844	-11.946243	-3.677160	2.201772	-12.353469	3.237638	1.740765	-8.876068	-1.630129	-1.180752	-14.875998	1.755958	-1.641759	-11.398598	-3.111810	0.363168	-11.805823	3.802988	-0.097839	-8.328423	-1.064779
0.074836	-10.080797	-0.527530	-1.624764	2.143110	-2.659784	0.041362	-0.153844	-0.941991	-0.295422	-0.455525	-11.981958	1.215824	0.784361	-15.217244	1.360399	0.463772	-11.964872	-3.671429	1.973298	-11.975631	3.379898	1.652709	-8.723259	-1.651931	-1.122256	-14.772652	1.769240	-1.442845	-11.520280	-3.262589	0.066681	-11.531039	3.788739	-0.253907	-8.278667	-1.243090
-0.013127	-9.988578	-0.622065	-1.878676	2.473308	-2.984763	0.015114	-0.114179	-0.953163	-0.279668	0.073359	-11.551358	1.523307	0.786428	-14.994578	1.598585	0.600698	-12.058551	-3.630684	1.709664	-11.586996	3.479016	1.523934	-8.650969	-1.750253	-1.158585	-14.621361	1.877213	-1.344315	-11.685335	-3.352056	-0.235349	-11.213779	3.757644	-0.421079	-8.277753	-1.471625
-0.142613	-9.930462	-0.737933	-2.341082	2.649712	-3.386067	-0.006527	-0.087036	-0.963654	-0.252492	0.173412	-11.013511	1.714154	0.677396	-14.683949	1.919451	0.726024	-12.139250	-3.513977	1.365698	-11.117946	3.595717	1.414325	-8.573248	-1.837711	-1.292705	-14.365503	2.050961	-1.244077	-11.820805	-3.382468	-0.604403	-10.799501	3.727227	-0.555776	-8.254802	-1.706202
-0.275777	-9.831651	-0.836694	-2.829416	3.043779	-3.690516	-0.034717	-0.065248	-0.973067	-0.218353	0.061415	-10.595230	1.834797	0.612680	-14.452243	2.117928	0.830605	-12.216147	-3.445559	1.084899	-10.773191	3.615122	1.302824	-8.537095	-1.948365	-1.372005	-14.206121	2.139109	-1.154080	-11.970025	-3.424378	-0.899787	-10.527070	3.636303	-0.681861	-8.290974	-1.927184
-0.390086	-9.800594	-0.956774	-3.185972	3.069738	-4.086836	-0.054263	-0.043340	-0.979094	-0.191187	0.023605	-10.096555	1.835039	0.488337	-14.174561	2.327688	0.919199	-12.261445	-3.342793	0.809274	-10.404125	3.624149	1.240136	-8.491009	-2.046331	-1.500035	-13.976355	2.243475	-1.069173	-12.063240	-3.427005	-1.179098	-10.205919	3.539937	-0.748236	-8.292804	-2.130543
-0.473066	-9.730281	-1.059844	-3.397289	3.296253	-4.385841	-0.075059	-0.029446	-0.983414	-0.162467	-0.169599	-9.661567	1.728000	0.373649	-13.852626	2.462403	1.016048	-12.251056	-3.284100	0.510130	-10.005691	3.549814	1.152529	-8.404121	-2.196689	-1.613684	-13.729056	2.274679	-0.971284	-12.127486	-3.471824	-1.477203	-9.882121	3.362090	-0.834803	-8.280551	-2.384413
-0.568960	-9.637534	-1.221990	-3.627013	3.603533	-4.928121	-0.095333	-0.009932	-0.986268	-0.134491	-0.255533	-9.252397	1.663941	0.231086	-13.550575	2.599754	1.102481	-12.209316	-3.183126	0.217538	-9.653582	3.501566	1.088932	-8.312323	-2.281314	-1.747697	-13.491618	2.315254	-0.876303	-12.150359	-3.467625	-1.761246	-9.594625	3.217067	-0.889851	-8.253366	-2.565813
-0.647296	-9.538438	-1.326229	-3.767873	3.923015	-5.180814	-0.115563	0.005948	-0.987089	-0.110749	-0.346503	-8.885913	1.532296	-0.000949	-13.228207	2.781630	1.129104	-12.219814	-3.024068	-0.082754	-9.285382	3.450537	1.047299	-8.276989	-2.355160	-1.964730	-13.204793	2.403455	-0.834677	-12.196400	-3.402242	-2.046535	-9.261968	3.072363	-0.916482	-8.253575	-2.733335
-0.726937	-9.455550	-1.407872	-3.933817	4.168300	-5.327842	-0.136920	0.012353	-0.987239	-0.080374	-0.670572	-8.575771	1.273863	-0.169088	-12.794097	2.941831	1.073285	-12.254814	-2.903311	-0.247962	-8.810289	3.292619	0.994412	-8.271006	-2.552523	-2.125346	-12.796198	2.525838	-0.882973	-12.256916	-3.319304	-2.204220	-8.812390	2.876626	-0.961846	-8.273108	-2.968515
-0.804148	-9.358690	-1.548215	-4.049150	4.466508	-5.728630	-0.144321	0.011790	-0.988744	-0.037646	-1.287706	-8.123572	0.799153	-0.467839	-12.368088	3.071957	1.045801	-12.330824	-2.733859	-0.523878	-8.368495	3.083018	0.989763	-8.331231	-2.722798	-2.402949	-12.393805	2.567288	-0.889308	-12.356541	-3.238529	-2.458987	-8.394213	2.578349	-0.945347	-8.356949	-3.227467
-0.867261	-9.314523	-1.714693	-4.129140	4.521054	-6.208183	-0.165904	0.010484	-0.986058	0.007419	-1.855932	-7.873233	0.434865	-0.716405	-12.065192	3.106187	0.992768	-12.335716	-2.638858	-0.771375	-8.070798	2.901745	0.937798	-8.341322	-2.843301	-2.633345	-12.120628	2.538501	-0.924172	-12.391152	-3.206545	-2.688315	-8.126234	2.334058	-0.979142	-8.396758	-3.410987
-0.956201	-9.268534	-1.846774	-4.274377	4.533278	-6.508063	-0.180944	0.012106	-0.982785	0.035314	-2.111422	-7.590651	0.130580	-1.023289	-11.733786	3.092481	0.947154	-12.302465	-2.546133	-1.109672	-7.758029	2.661320	0.860770	-8.326709	-2.977293	-2.911867	-11.845174	2.443741	-0.941425	-12.413853	-3.194872	-2.998251	-7.869418	2.012581	-1.027808	-8.438097	-3.626032
-1.071991	-9.216216	-2.015717	-4.531305	4.580275	-6.931319	-0.201642	0.019820	-0.977207	0.063363	-2.247069	-7.381815	-0.046390	-1.315572	-11.304310	3.121822	0.830760	-12.345226	-2.383607	-1.273197	-7.371181	2.394703	0.873134	-8.412097	-3.110727	-3.183108	-11.414923	2.414663	-1.036776	-12.455838	-3.090766	-3.140733	-7.481794	1.687544	-0.994402	-8.522710	-3.817886
-1.119740	-9.172015	-2.155279	-4.504611	4.609459	-7.232039	-0.215927	0.008749	-0.970696	0.105111	-2.792068	-7.122032	-0.531423	-1.642879	-11.029289	3.060955	0.813710	-12.295890	-2.264540	-1.650825	-7.138672	2.131956	0.805763	-8.405273	-3.193539	-3.467556	-11.222996	2.265323	-1.010968	-12.489597	-3.060171	-3.475503	-7.332380	1.336324	-1.018914	-8.598981	-3.989171
-1.221842	-9.161849	-2.301508	-4.693609	4.470917	-7.486825	-0.241011	0.022312	-0.961706	0.128600	-2.719069	-7.004042	-0.536152	-1.924826	-10.577257	2.986897	0.679840	-12.252191	-2.152199	-1.831115	-6.761443	1.790742	0.773550	-8.436378	-3.348354	-3.725935	-10.796756	2.145574	-1.121270	-12.471691	-2.993522	-3.632225	-6.980943	0.949419	-1.027560	-8.655877	-4.189677
-1.299544	-9.090108	-2.474284	-4.766759	4.611445	-7.875053	-0.253296	0.017118	-0.952847	0.166223	-3.056353	-6.759156	-0.904960	-2.249140	-10.205521	2.876082	0.588804	-12.186628	-2.025070	-2.071584	-6.466014	1.467338	0.766359	-8.447120	-3.433814	-4.009037	-10.466164	1.962393	-1.171093	-12.447270	-2.938759	-3.831481	-6.726657	0.553649	-0.993538	-8.707763	-4.347503
-1.355126	-9.035530	-2.622914	-4.768804	4.667279	-8.130712	-0.274178	0.016020	-0.941375	0.195918	-3.183116	-6.637831	-1.107721	-2.505259	-9.821326	2.780984	0.442276	-12.119564	-1.912643	-2.221024	-6.170346	1.171775	0.726512	-8.468584	-3.521852	-4.241483	-10.105418	1.829765	-1.293947	-12.403656	-2.863862	-3.957247	-6.454438	0.220555	-1.009712	-8.752676	-4.473071
-1.431895	-8.972379	-2.742238	-4.829672	4.745942	-8.268063	-0.284643	0.010685	-0.931595	0.225822	-3.358398	-6.422490	-1.399700	-2.805346	-9.514432	2.654539	0.346657	-12.005504	-1.801854	-2.502689	-5.945562	0.873651	0.649313	-8.436634	-3.582742	-4.500397	-9.869816	1.654287	-1.348394	-12.360888	-2.802106	-4.197740	-6.300946	-0.126601	-1.045738	-8.792018	-4.582994
